lat,lon
51.4985447,-0.1407959
51.4959119,-0.1476978
51.4998438,-0.1258632
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4915335,-0.1290035
51.4908194,-0.1528763
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4952103,-0.1438979
51.5073509,-0.1277583
51.5354349,-0.1403994
51.5354349,-0.1403994
51.5073509,-0.1277583
51.5073509,-0.1277583
51.49580899999999,-0.13944
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5230283,-0.124033
51.5073509,-0.1277583
51.447222,0.04805599999999999
51.4781321,-0.0259971
51.466788,-0.066991
51.4815584,-0.0264139
51.5073509,-0.1277583
51.4776179,-0.0225955
51.4815584,-0.0264139
51.5073509,-0.1277583
51.5073509,-0.1277583
51.46939,-0.02269
51.5073509,-0.1277583
51.48847749999999,-0.0364349
51.4815584,-0.0264139
51.47530279999999,-0.037763
51.479706,-0.024497
51.4894226,-0.0346273
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4652843,-0.2597627
51.4815293,-0.1007667
51.475561,-0.0908654
51.47039299999999,-0.0936
51.5966598,-0.1776482
51.474191,-0.06913699999999999
51.5073509,-0.1277583
51.4792967,0.0237645
51.5073509,-0.1277583
51.5312327,0.0605822
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4879407,-0.09556039999999999
51.4894977,-0.0836997
51.4842695,-0.0840519
51.5073509,-0.1277583
51.492568,-0.08696279999999999
51.489876,-0.09289689999999999
51.5312327,0.0605822
51.489876,-0.09289689999999999
51.5073509,-0.1277583
51.4915826,-0.0927595
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4922908,-0.0670827
51.49858210000001,-0.0691276
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4982345,-0.04599210000000001
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4982345,-0.04599210000000001
51.50072900000001,-0.0582621
51.4982345,-0.04599210000000001
51.5061137,-0.1020885
51.5073509,-0.1277583
51.4624771,-0.0500312
51.4704809,-0.0446527
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4711504,-0.0405998
51.5617945,-0.1904614
51.4751354,-0.0393556
51.471022,-0.040245
51.471022,-0.040245
51.5002144,-0.1907216
51.5073509,-0.1277583
51.4957428,-0.1085865
51.5073509,-0.1277583
51.4936821,-0.1007288
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4957797,-0.1198461
51.4907797,-0.1209723
51.5073509,-0.1277583
51.4913023,-0.1144069
51.5073509,-0.1277583
51.4879638,-0.1115584
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4941127,-0.1087635
51.5073509,-0.1277583
51.48981209999999,-0.1188038
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.48257659999999,-0.0076589
51.48257659999999,-0.0076589
51.5073509,-0.1277583
51.4477253,-0.0060468
51.5073509,-0.1277583
51.48452460000001,0.0168706
51.5073509,-0.1277583
51.5054564,-0.07535649999999999
51.4402386,-0.3722122
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4897032,-0.0790435
51.50379909999999,-0.0980978
51.5034702,-0.0915695
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.503733,-0.0808455
51.5073509,-0.1277583
51.5005458,-0.1053294
51.49920729999999,-0.08800609999999999
51.503901,-0.0749999
51.5028201,-0.0967494
51.5147546,-0.13608
51.5010397,-0.1914084
51.5069124,-0.0911203
51.5033938,-0.08797189999999999
51.49920729999999,-0.08800609999999999
51.53640859999999,-0.161131
51.5073509,-0.1277583
51.5320336,-0.1703011
51.535228,-0.1630104
51.5073509,-0.1277583
51.53666550000001,-0.1624174
51.5367909,-0.1830032
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.53202719999999,-0.1816467
51.525431,-0.169368
51.5230806,-0.1725068
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5341304,-0.1651823
51.531786,-0.1770044
51.5073509,-0.1277583
51.52472960000001,-0.1699432
51.5303635,-0.1811704
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5533845,-0.1993421
51.536998,-0.1902147
51.5500841,-0.1996786
51.5536993,-0.1988158
51.4842932,-0.3081026
51.5073509,-0.1277583
51.5507928,-0.1357605
51.5540005,-0.1437469
51.5543385,-0.1401906
51.5507928,-0.1357605
51.6044286,-0.1906647
51.5594249,-0.1516889
51.5490134,-0.1410166
51.550371,-0.140445
51.5073509,-0.1277583
51.5036729,-0.0909644
51.5073509,-0.1277583
51.5511419,-0.1403439
51.5540005,-0.1437469
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5557554,-0.1451923
51.5473039,-0.142005
51.5073509,-0.1277583
51.556394,-0.148184
51.56001389999999,-0.1807368
51.5659834,-0.1347797
51.5604279,-0.1815351
51.4807608,0.0784633
51.5518631,-0.1673925
51.55951959999999,-0.1793808
51.5556747,-0.1763896
51.5576658,-0.1787801
51.5500682,-0.1774451
51.5556715,-0.1762025
51.55829809999999,-0.1952419
51.5408925,-0.09707189999999999
51.5585315,-0.1808132
51.5073509,-0.1277583
51.52665289999999,-0.13713
51.5266242,-0.1379941
51.5073509,-0.1277583
51.5267685,-0.1455003
51.536583,-0.158585
51.5225746,-0.1553482
51.5073509,-0.1277583
51.521323,-0.1681059
51.5347587,-0.1387293
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.53391500000001,-0.1528457
51.5759654,-0.0728738
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4969849,-0.4043773
51.4672227,-0.2844675
51.5434163,-0.1174761
51.5439553,-0.1169043
51.5638304,-0.128907
51.5073509,-0.1277583
51.5449776,-0.1163195
51.5449776,-0.1163195
51.5597205,-0.09863659999999999
51.5527299,-0.0904895
51.5073509,-0.1277583
51.5611463,-0.0956663
51.62251999999999,-0.35751
51.557834,-0.0986749
51.5532056,-0.1118413
51.559526,-0.1023197
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.54071,-0.09625
51.5412621,-0.08813879999999999
51.52750959999999,-0.08764799999999999
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4930774,-0.12678
51.5073509,-0.1277583
51.5301543,-0.0937163
51.5073509,-0.1277583
51.5073509,-0.1277583
51.4970217,-0.0365803
51.54071,-0.09625
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5352087,-0.0864616
51.5073509,-0.1277583
51.5313734,-0.0916302
51.4598756,-0.2193194
51.5193403,-0.1614574
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5280575,-0.0808864
51.5073509,-0.1277583
51.5412621,-0.08813879999999999
51.5280575,-0.0808864
51.514187,-0.1081125
51.5073509,-0.1277583
51.5150102,-0.1022723
51.3964689,0.0285746
51.5073509,-0.1277583
51.5162491,-0.1063938
51.5142797,-0.0995076
51.5073509,-0.1277583
51.5162491,-0.1063938
51.5073509,-0.1277583
51.5115983,-0.1096887
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.516292,-0.1023982
51.5051523,-0.0756511
51.5224984,-0.0640123
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.57113709999999,-0.09371789999999999
51.5090503,-0.0824481
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.52353910000001,0.0506279
51.5073509,-0.1277583
51.5073509,-0.1277583
51.514187,-0.1081125
51.5257373,-0.0811648
51.59268059999999,-0.1813409
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.52041149999999,-0.0864588
51.5194379,-0.090277
51.5163974,-0.08859489999999999
51.5190925,-0.0940787
51.5073509,-0.1277583
51.5190925,-0.0940787
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.52544409999999,-0.09799519999999999
51.52544409999999,-0.09799519999999999
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5182947,-0.0864325
51.51964419999999,-0.1098656
51.5073509,-0.1277583
51.5073509,-0.1277583
51.524765,-0.092719
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5073509,-0.1277583
51.5477031,-0.0464398
51.503951,-0.2390302
51.5073509,-0.1277583
51.5466698,-0.0467445
51.5073509,-0.1277583
51.5416444,-0.0700274
51.5073509,-0.1277583
51.5435837,-0.0687361
51.5432133,-0.0656592
51.5409224,-0.0601511
51.5409224,-0.0601511
51.5462484,-0.0566069
51.5416444,-0.0700274
51.5412774,-0.0646194
51.5416444,-0.0700274
51.5404108,-0.0460392
51.55809000000001,-0.0427767
51.56165,-0.057
51.55710089999999,-0.04548199999999999
51.55969200000001,-0.0499585
51.52685169999999,-0.035912
51.53077529999999,-0.0293506
51.52685169999999,-0.035912
51.5334077,-0.0414135
51.53077529999999,-0.0293506
51.52786,-0.02091
51.52694,-0.0251
51.530627,-0.028353
51.5250757,-0.0198422
51.5293597,-0.0319477
51.5304678,-0.0217884
51.53077529999999,-0.0293506
51.5304678,-0.0217884
51.53077529999999,-0.0293506
51.5269736,-0.0667204
51.52813399999999,-0.06165119999999999
51.5320788,-0.0509621
51.5257742,-0.072035
51.5273431,-0.0557257
51.52813399999999,-0.06165119999999999
51.5284258,-0.0714727
51.5340767,-0.0579732
51.5251911,-0.0672101
51.52813399999999,-0.06165119999999999
51.5238988,-0.06715399999999999
51.5268476,-0.05821320000000001
51.5312681,-0.0449973
51.5311443,-0.0675041
51.5299773,-0.07735489999999999
51.5311443,-0.0675041
51.5269736,-0.0667204
51.5269736,-0.0667204
51.5313096,-0.06335439999999999
51.5311443,-0.0675041
51.5285787,-0.0538383
51.5257742,-0.072035
51.5245866,-0.0726124
51.52813399999999,-0.06165119999999999
51.5269736,-0.0667204
51.5240625,-0.0666948
51.5097502,-0.017595
51.5124894,-0.0343247
51.5097502,-0.017595
51.5076507,-0.0237321
51.5123792,-0.0087975
51.4966118,-0.0146551
51.5054306,-0.0235333
51.5173162,-0.0153133
51.5097502,-0.017595
51.5153723,-0.004954399999999999
51.50703,-0.02028
51.5122697,-0.0106234
51.5122697,-0.0106234
51.5097502,-0.017595
51.5122697,-0.0106234
51.50703,-0.02028
51.50703,-0.02028
51.5094924,-0.0361604
51.5093218,0.005400299999999999
51.5211453,-0.0793585
51.5120687,-0.07064379999999999
51.5224161,-0.0581794
51.5240018,-0.07507319999999999
51.5195336,-0.0739712
51.5176228,-0.0557553
51.5190516,-0.0763204
51.5202262,-0.0731107
51.5176228,-0.0557553
51.5247123,-0.0769333
51.519783,-0.0711834
51.5186833,-0.077141
51.5176228,-0.0557553
51.5176228,-0.0557553
51.5032733,-0.0614962
51.5099721,-0.0596983
51.5099721,-0.0596983
51.5131111,-0.0701036
51.5192451,-0.0730208
